0.046439909	992.458
0.052244898	996.469
0.058049887	997.61
0.063854875	994.014
0.069659864	992.109
0.075464853	991.416
0.081269841	990.986
0.087074830	990.012
0.092879819	988.955
0.098684807	988.089
0.104489796	987.435
0.110294785	987.511
0.116099773	987.686
0.121904762	987.932
0.127709751	987.15
0.133514739	986.603
0.139319728	986.139
0.145124717	986.034
0.150929705	986.815
0.156734694	987.274
0.162539683	988.193
0.168344671	988.816
0.174149660	989.487
0.179954649	990.222
0.185759637	990.477
0.191564626	990.532
0.197369615	990.372
0.203174603	990.191
0.208979592	990.172
0.214784580	989.97
0.220589569	989.829
0.226394558	989.61
0.232199546	989.457
0.238004535	989.308
0.243809524	989.135
0.249614512	989.057
0.255419501	988.904
0.261224490	988.886
0.267029478	988.805
0.272834467	988.542
0.278639456	988.362
0.284444444	988.081
0.290249433	987.644
0.296054422	987.292
0.301859410	986.868
0.307664399	986.326
0.313469388	986.279
0.319274376	985.874
0.325079365	985.724
0.330884354	985.423
0.336689342	984.982
0.342494331	984.907
0.348299320	984.334
0.354104308	984.428
0.359909297	983.737
0.365714286	983.246
0.371519274	982.877
0.377324263	982.307
0.383129252	982.562
0.388934240	982.703
0.394739229	982.995
0.400544218	983.325
0.406349206	983.752
0.412154195	983.763
0.417959184	983.961
0.423764172	984.143
0.429569161	984.07
0.435374150	983.669
0.441179138	983.138
0.446984127	982.647
0.452789116	982.01
0.458594104	981.818
0.464399093	981.825
0.470204082	981.67
0.476009070	981.803
0.481814059	982.411
0.487619048	983.545
0.493424036	984.868
0.499229025	986.983
0.505034014	988.669
0.510839002	990.47
0.516643991	993.053
0.522448980	995.574
0.528253968	998.837
0.534058957	1001.13
0.539863946	1002.34
0.545668934	1003.23
0.551473923	1003.47
0.557278912	1003.97
0.563083900	1004.15
0.568888889	1003.87
0.574693878	1002.88
0.580498866	1000.73
0.586303855	998.301
0.592108844	994.257
0.597913832	990.036
0.603718821	987.266
0.609523810	985.988
0.615328798	986.314
0.621133787	986.528
0.626938776	987.086
0.632743764	986.889
0.638548753	986.226
0.644353741	985.565
0.650158730	984.474
0.655963719	984.434
0.661768707	984.374
0.667573696	985.507
0.673378685	987.275
0.679183673	989.619
0.684988662	991.301
0.690793651	993.025
0.696598639	994.837
0.702403628	996.875
0.708208617	999.67
0.714013605	1002.49
0.719818594	1006.22
0.725623583	1010.29
0.731428571	1012.87
0.737233560	1013.46
0.743038549	1011.71
0.748843537	1009.88
0.754648526	1008.97
0.760453515	1008.21
0.766258503	1007.4
0.772063492	1005.94
0.777868481	1003.29
0.783673469	999.765
0.789478458	995.685
0.795283447	991.782
0.801088435	989.036
0.806893424	986.253
0.812698413	983.559
0.818503401	982.036
0.824308390	982.089
0.830113379	983.187
0.835918367	984.423
0.841723356	986.532
0.847528345	988.441
0.853333333	990.726
0.859138322	993.893
0.864943311	996.934
0.870748299	999.593
0.876553288	1001.18
0.882358277	1002.12
0.888163265	1003.84
0.893968254	1006.23
0.899773243	1009.75
0.905578231	1013.67
0.911383220	1015.7
0.917188209	1015.25
0.922993197	1013.66
0.928798186	1012.93
0.934603175	1012.85
