0.040634921	1794.39
0.046439909	1776.27
0.052244898	1773.27
0.058049887	1771.91
0.063854875	1771.11
0.069659864	1771.46
0.075464853	1771.84
0.081269841	1772.28
0.087074830	1772.75
0.092879819	1772.73
0.098684807	1772.48
0.104489796	1772.24
0.110294785	1771.77
0.116099773	1771.17
0.121904762	1770.53
0.127709751	1769.68
0.133514739	1769.44
0.139319728	1768.76
0.145124717	1767.16
0.150929705	1765.39
0.156734694	1763.53
0.162539683	1762.6
0.168344671	1762.57
0.174149660	1763.4
0.179954649	1764.52
0.185759637	1765.02
0.191564626	1765.38
0.197369615	1765.23
0.203174603	1764.76
0.208979592	1764.68
0.214784580	1764.78
0.220589569	1764.94
0.226394558	1765
0.232199546	1764.79
0.238004535	1765.3
0.243809524	1767.96
0.249614512	1768.26
0.255419501	1769.4
0.261224490	1768.84
0.267029478	1769.24
0.272834467	0
0.278639456	1859.79
0.284444444	1955.62
0.290249433	1969.06
0.296054422	1976.19
0.301859410	1980.86
0.307664399	1983.2
0.313469388	1985.5
0.319274376	1987.51
0.325079365	1988.79
0.330884354	1989.85
0.336689342	1990.56
0.342494331	1990.35
0.348299320	1989.92
0.354104308	1989.7
0.359909297	1989.63
0.365714286	1990.06
0.371519274	1989.86
0.377324263	1988.66
0.383129252	1985.98
0.388934240	1983.15
0.394739229	1981.4
0.400544218	1980.56
0.406349206	1980.42
0.412154195	1980.89
0.417959184	1980.95
0.423764172	1980.65
0.429569161	1980.92
0.435374150	1980.65
0.441179138	1980.71
0.446984127	1981.09
0.452789116	1981.36
0.458594104	1981.9
0.464399093	1982.46
0.470204082	1983.47
0.476009070	1984.68
0.481814059	1985.64
0.487619048	1986.44
0.493424036	1986.8
0.499229025	1986.97
0.505034014	1987.5
0.510839002	1987.87
0.516643991	1952.42
0.522448980	0
0.528253968	1772.48
0.534058957	1771.33
0.539863946	1771.34
0.545668934	1771.75
0.551473923	1772.12
0.557278912	1772.62
0.563083900	1772.75
0.568888889	1772.56
0.574693878	1772.32
0.580498866	1771.95
0.586303855	1771.42
0.592108844	1770.78
0.597913832	1769.92
0.603718821	1769.42
0.609523810	1768.99
0.615328798	1767.63
0.621133787	1765.85
0.626938776	1764.03
0.632743764	1762.8
0.638548753	1762.54
0.644353741	1763.17
0.650158730	1764.2
0.655963719	1764.64
0.661768707	1765.36
0.667573696	1766.45
0.673378685	1766.31
0.679183673	1765.08
